T,T1,code,name,boards_T,theme,fb,amount_yi,yizi,open_pct_T1,touched,sealed,zhaban,cont,dead_h,down_h
2025-11-10,2025-11-11,600078,澄星股份,3,化工,3,12.57,False,-2.36,False,False,False,False,9,3
2025-11-10,2025-11-11,600939,重庆建工,3,重庆市,0,4.5,False,2.97,True,False,True,False,9,3
2025-11-14,2025-11-17,002083,孚日股份,7,锂电池,6,0.74,True,10.29,True,True,False,True,8,7
2025-11-18,2025-11-19,601566,九牧王,5,海峡两岸,0,3.03,True,4.01,True,True,False,True,8,5
2025-11-21,2025-11-24,000017,深中华A,3,黄金,0,0.94,True,-0.22,False,False,False,False,7,3
2025-11-21,2025-11-24,000859,国风新材,3,芯片,1,26.05,False,0.92,True,True,False,True,7,3
2025-11-21,2025-11-24,603216,梦天家居,3,地产链,2,5.64,False,1.34,True,True,False,True,7,3
2025-11-25,2025-11-26,000070,特发信息,3,算力,1,8.6,False,7.91,True,True,False,True,7,3
2025-11-25,2025-11-26,000892,欢瑞世纪,3,人工智能,7,6.82,False,-0.9,True,True,False,True,7,3
2025-11-25,2025-11-26,001296,长江材料,3,3D打印,0,2.58,False,-4.3,True,False,True,False,7,3
2025-11-25,2025-11-26,002264,新华都,3,人工智能,7,0.38,True,9.99,True,True,False,True,7,3
2025-11-25,2025-11-26,688227,品高股份,3,芯片,6,6.94,False,9.1,False,False,False,False,7,3
2025-11-26,2025-11-27,600734,实达集团,5,人工智能,5,2.71,True,-7.48,False,False,False,False,5,5
2025-11-27,2025-11-28,000510,新金路,3,有色金属,0,8.19,False,-3.42,False,False,False,False,5,3
2025-11-27,2025-11-28,600828,茂业商业,3,零售,0,0.41,True,10.02,True,True,False,True,5,3
2025-11-28,2025-12-01,002632,道明光学,2,消费电子,0,1.34,True,0.0,True,True,False,True,4,2
2025-11-28,2025-12-01,002792,通宇通讯,2,商业航天,11,1.74,True,10.01,True,True,False,True,4,2
2025-11-28,2025-12-01,603778,国晟科技,2,锂电池,4,12.8,False,2.33,True,True,False,True,4,2
2025-11-28,2025-12-01,603933,睿能科技,2,海峡两岸,6,7.58,False,7.91,True,True,False,True,4,2
2025-12-01,2025-12-02,002632,道明光学,3,消费电子,0,11.17,False,10.01,True,True,False,True,4,3
2025-12-01,2025-12-02,002792,通宇通讯,3,商业航天,1,0.81,True,10.02,True,True,False,True,4,3
2025-12-01,2025-12-02,603778,国晟科技,3,锂电池,2,21.52,False,1.96,False,False,False,False,4,3
2025-12-01,2025-12-02,603933,睿能科技,3,存储,1,3.09,False,3.99,True,True,False,True,4,3
2025-12-04,2025-12-05,002300,太阳电缆,3,海峡两岸,1,1.42,True,-0.96,True,True,False,True,6,3
2025-12-04,2025-12-05,603696,安记食品,3,食品饮料,0,8.17,False,-2.03,True,True,False,True,6,3
2025-12-10,2025-12-11,000905,厦门港务,4,海峡两岸,0,22.89,False,2.7,False,False,False,False,6,4
2025-12-10,2025-12-11,600693,东百集团,4,零售,3,0.6,True,5.31,True,True,False,True,6,4
2025-12-11,2025-12-12,603601,再升科技,4,商业航天,7,6.78,False,4.44,True,True,False,True,6,4
2025-12-12,2025-12-15,000890,法尔胜,2,通信,1,3.18,False,10.05,True,True,False,True,5,2
2025-12-12,2025-12-15,001208,华菱线缆,2,商业航天,13,0.86,True,10.02,True,True,False,True,5,2
2025-12-12,2025-12-15,002309,中利集团,2,商业航天,13,1.68,True,-0.25,False,False,False,False,5,2
2025-12-12,2025-12-15,002471,中超控股,2,燃气轮机,9,10.06,False,9.98,True,True,False,True,5,2
2025-12-12,2025-12-15,002639,雪人集团,2,核电,6,32.23,False,10.02,True,True,False,True,5,2
2025-12-12,2025-12-15,300265,通光线缆,2,商业航天,13,22.5,False,0.69,False,False,False,False,5,2
2025-12-12,2025-12-15,600343,航天动力,2,商业航天,13,59.53,False,-2.79,False,False,False,False,5,2
2025-12-12,2025-12-15,600865,百大集团,2,零售,0,6.69,False,-2.44,True,True,False,True,5,2
2025-12-12,2025-12-15,600936,广西广电,2,机器人概念,1,6.57,False,1.7,True,True,False,True,5,2
2025-12-12,2025-12-15,603929,亚翔集成,2,芯片,6,7.07,False,0.0,False,False,False,False,5,2
2025-12-16,2025-12-17,000890,法尔胜,4,通信,0,1.58,True,-9.56,True,False,True,False,6,4
2025-12-16,2025-12-17,001208,华菱线缆,4,商业航天,5,14.05,False,0.15,True,False,True,False,6,4
2025-12-16,2025-12-17,600865,百大集团,4,零售,6,1.23,True,10.01,True,True,False,True,6,4
2025-12-19,2025-12-22,002188,中天服务,3,地产链,4,3.02,False,10.04,True,False,True,False,6,3
2025-12-19,2025-12-22,002788,鹭燕医药,3,医药,1,0.49,True,4.51,True,True,False,True,6,3
2025-12-19,2025-12-22,002910,庄园牧场,3,食品饮料,2,5.47,False,0.29,True,True,False,True,6,3
2025-12-19,2025-12-22,603585,苏利股份,3,农业,2,6.05,False,-4.42,False,False,False,False,6,3
2025-12-22,2025-12-23,002788,鹭燕医药,4,医药,0,17.02,False,1.07,True,True,False,True,4,4
2025-12-22,2025-12-23,002910,庄园牧场,4,食品饮料,1,5.05,False,6.39,False,False,False,False,4,4
2025-12-24,2025-12-25,000551,创元科技,3,洁净室,1,1.54,True,0.13,True,True,False,True,5,3
2025-12-24,2025-12-25,002228,合兴包装,3,海峡两岸,8,5.46,False,10.08,True,True,False,True,5,3
2025-12-24,2025-12-25,600179,安通控股,3,海南,1,15.5,False,9.06,True,True,False,True,5,3
2025-12-24,2025-12-25,603163,圣晖集成,3,洁净室,1,2.9,False,2.41,True,True,False,True,5,3
2025-12-24,2025-12-25,603696,安记食品,3,海峡两岸,8,6.1,False,8.04,True,False,True,False,5,3
2025-12-30,2025-12-31,002931,锋龙股份,5,机器人概念,12,0.04,True,9.99,True,True,False,True,8,5
2025-12-30,2025-12-31,603278,大业股份,5,商业航天,6,4.06,False,9.94,True,True,False,True,8,5
2026-01-14,2026-01-15,002044,美年健康,4,人工智能,25,26.07,False,5.28,False,False,False,False,13,4
2026-01-14,2026-01-15,002115,三维通信,4,人工智能,25,1.49,True,7.2,False,False,False,False,13,4
2026-01-14,2026-01-15,002131,利欧股份,4,人工智能,25,59.45,False,0.0,False,False,False,False,13,4
2026-01-14,2026-01-15,002400,省广集团,4,人工智能,25,55.83,False,0.29,False,False,False,False,13,4
2026-01-15,2026-01-16,002218,拓日新能,2,商业航天,1,3.44,False,10.0,True,False,True,False,5,2
2026-01-15,2026-01-16,002264,新华都,2,人工智能,1,18.95,False,-9.93,False,False,False,False,5,2
2026-01-15,2026-01-16,002446,盛路通信,2,商业航天,1,39.45,False,-2.52,False,False,False,False,5,2
2026-01-15,2026-01-16,600410,华胜天成,2,人工智能,1,8.75,True,-1.97,False,False,False,False,5,2
2026-01-15,2026-01-16,605287,德才股份,2,基础建设,0,4.57,False,0.0,False,False,False,False,5,2
2026-01-19,2026-01-20,002931,锋龙股份,14,机器人概念,10,2.18,True,10.0,True,True,False,True,5,14
2026-01-26,2026-01-27,000603,盛达资源,2,黄金,9,8.08,False,0.37,True,False,True,False,18,2
2026-01-26,2026-01-27,000630,铜陵有色,2,黄金,9,82.57,False,-0.4,False,False,False,False,18,2
2026-01-26,2026-01-27,000751,锌业股份,2,黄金,9,20.04,False,-0.8,False,False,False,False,18,2
2026-01-26,2026-01-27,002218,拓日新能,2,光伏,1,1.27,True,2.5,True,True,False,True,18,2
2026-01-26,2026-01-27,002506,协鑫集成,2,光伏,1,13.58,False,-2.03,True,False,True,False,18,2
2026-01-26,2026-01-27,002623,亚玛顿,2,光伏,1,9.87,False,-7.64,True,False,True,False,18,2
2026-01-26,2026-01-27,002667,威领股份,2,锂电池,0,2.43,False,-2.01,False,False,False,False,18,2
2026-01-26,2026-01-27,003042,中农联合,2,农业,0,5.65,False,-8.29,True,True,False,True,18,2
2026-01-26,2026-01-27,600531,豫光金铅,2,黄金,9,2.01,True,7.3,True,True,False,True,18,2
2026-01-26,2026-01-27,600916,中国黄金,2,黄金,9,15.74,False,6.21,True,True,False,True,18,2
2026-01-26,2026-01-27,600986,浙文互联,2,人工智能,2,63.67,False,6.94,False,False,False,False,18,2
2026-01-26,2026-01-27,688323,瑞华泰,2,商业航天,2,8.31,False,-3.57,False,False,False,False,18,2
2026-01-30,2026-02-02,000995,皇台酒业,2,酿酒,0,6.73,False,-4.33,True,True,False,True,8,2
2026-01-30,2026-02-02,002995,天地在线,2,人工智能,4,19.15,False,1.45,False,False,False,False,8,2
2026-01-30,2026-02-02,600084,中信尼雅,2,酿酒,0,1.45,False,-4.95,True,False,True,False,8,2
2026-01-30,2026-02-02,603103,横店影视,2,文化传媒,0,3.1,False,10.0,True,True,False,True,8,2
2026-01-30,2026-02-02,603172,万丰股份,2,化工,3,0.38,True,9.99,True,True,False,True,8,2
2026-02-02,2026-02-03,000995,皇台酒业,3,酿酒,1,10.5,False,-1.71,True,True,False,True,5,3
2026-02-02,2026-02-03,603103,横店影视,3,文化传媒,0,0.75,True,10.02,True,True,False,True,5,3
2026-02-02,2026-02-03,603172,万丰股份,3,化工,0,1.49,True,10.0,True,True,False,True,5,3
2026-02-04,2026-02-05,000533,顺钠股份,3,智能电网,3,10.43,False,0.45,False,False,False,False,4,3
2026-02-05,2026-02-06,600683,京投发展,3,地产链,0,4.46,False,0.0,False,False,False,False,4,3
2026-02-06,2026-02-09,002506,协鑫集成,3,光伏,3,74.98,False,9.61,True,True,False,True,3,3
2026-02-10,2026-02-11,002455,百川股份,3,化工,2,1.23,True,7.64,True,True,False,True,4,3
2026-02-12,2026-02-13,002323,雅博股份,4,光伏,0,8.37,False,2.29,False,False,False,False,4,4
2026-02-12,2026-02-13,600589,大位科技,4,算力,11,3.45,True,10.03,True,False,True,False,4,4
2026-02-12,2026-02-13,603533,掌阅科技,4,AI应用,1,4.03,True,5.94,True,True,False,True,4,4
2026-02-12,2026-02-13,605287,德才股份,4,AI应用,1,18.01,False,-2.76,False,False,False,False,4,4
2026-02-24,2026-02-25,605033,美邦股份,4,农业,0,0.94,True,9.99,True,False,True,False,5,4
2026-02-25,2026-02-26,000545,金浦钛业,2,化工,12,5.41,False,1.75,False,False,False,False,4,2
2026-02-25,2026-02-26,000636,风华高科,2,元器件,0,44.42,False,-1.6,False,False,False,False,4,2
2026-02-25,2026-02-26,001396,誉帆科技,2,AI应用,5,1.81,False,1.17,True,False,True,False,4,2
2026-02-25,2026-02-26,002470,金正大,2,化工,12,2.47,False,10.16,True,True,False,True,4,2
2026-02-25,2026-02-26,600078,澄星股份,2,化工,12,2.82,True,10.03,True,True,False,True,4,2
2026-02-25,2026-02-26,600096,云天化,2,化工,12,73.78,False,0.23,False,False,False,False,4,2
2026-02-25,2026-02-26,600397,江钨装备,2,有色金属,8,30.36,False,2.03,False,False,False,False,4,2
2026-02-25,2026-02-26,600470,六国化工,2,化工,12,1.5,False,9.44,False,False,False,False,4,2
2026-02-25,2026-02-26,600759,洲际油气,2,石油石化,0,54.8,False,0.0,False,False,False,False,4,2
2026-02-25,2026-02-26,601872,招商轮船,2,航运,0,30.87,False,-0.75,False,False,False,False,4,2
2026-02-25,2026-02-26,603077,和邦生物,2,化工,12,10.0,False,6.25,False,False,False,False,4,2
2026-02-25,2026-02-26,603601,再升科技,2,化工,12,20.58,False,0.61,False,False,False,False,4,2
2026-02-26,2026-02-27,002470,金正大,3,化工,1,0.83,True,4.96,True,True,False,True,4,3
2026-02-26,2026-02-27,600078,澄星股份,3,化工,1,6.58,False,-3.24,False,False,False,False,4,3
2026-03-02,2026-03-03,000035,中国天楹,2,化工,9,9.63,False,-0.91,False,False,False,False,4,2
2026-03-02,2026-03-03,000510,新金路,2,有色金属,2,14.48,False,4.28,False,False,False,False,4,2
2026-03-02,2026-03-03,000960,锡业股份,2,有色金属,2,61.9,False,-6.41,False,False,False,False,4,2
2026-03-02,2026-03-03,002155,湖南黄金,2,黄金,5,107.3,False,-1.8,False,False,False,False,4,2
2026-03-02,2026-03-03,002356,赫美集团,2,化工,9,7.65,False,0.43,False,False,False,False,4,2
2026-03-02,2026-03-03,002842,翔鹭钨业,2,有色金属,2,32.07,False,0.0,False,False,False,False,4,2
2026-03-02,2026-03-03,600108,亚盛集团,2,有色金属,2,3.07,True,10.07,True,True,False,True,4,2
2026-03-02,2026-03-03,600259,中稀有色,2,稀土永磁,0,30.76,False,-3.17,False,False,False,False,4,2
2026-03-02,2026-03-03,600301,华锡有色,2,有色金属,2,7.04,False,-0.34,False,False,False,False,4,2
2026-03-02,2026-03-03,600452,涪陵电力,2,电力,1,12.15,False,-1.85,False,False,False,False,4,2
2026-03-02,2026-03-03,600498,烽火通信,2,通信,5,19.84,False,3.0,False,False,False,False,4,2
2026-03-02,2026-03-03,603318,水发燃气,2,天然气,2,6.88,False,9.98,True,True,False,True,4,2
2026-03-02,2026-03-03,603353,和顺石油,2,石油石化,24,9.38,False,3.58,True,True,False,True,4,2
2026-03-02,2026-03-03,603629,利通电子,2,算力,1,27.9,False,-4.09,False,False,False,False,4,2
2026-03-02,2026-03-03,603738,泰晶科技,2,元器件,1,17.07,False,1.0,False,False,False,False,4,2
2026-03-02,2026-03-03,603897,长城科技,2,智能电网,2,6.23,False,0.0,False,False,False,False,4,2
2026-03-03,2026-03-04,600108,亚盛集团,3,有色金属,0,22.49,False,0.21,True,True,False,True,3,3
2026-03-03,2026-03-04,603318,水发燃气,3,天然气,22,1.35,True,10.0,True,True,False,True,3,3
2026-03-03,2026-03-04,603353,和顺石油,3,石油石化,4,9.82,False,5.94,False,False,False,False,3,3
2026-03-05,2026-03-06,000533,顺钠股份,2,智能电网,5,1.08,True,9.98,True,True,False,True,4,2
2026-03-05,2026-03-06,002339,积成电子,2,智能电网,5,14.97,False,2.29,False,False,False,False,4,2
2026-03-05,2026-03-06,002498,汉缆股份,2,智能电网,5,5.76,False,6.71,True,True,False,True,4,2
2026-03-05,2026-03-06,002877,智能自控,2,人工智能,2,4.0,False,-0.92,False,False,False,False,4,2
2026-03-05,2026-03-06,300265,通光线缆,2,智能电网,5,32.8,False,1.91,False,False,False,False,4,2
2026-03-05,2026-03-06,600545,卓郎智能,2,人工智能,2,0.71,True,6.1,True,True,False,True,4,2
2026-03-05,2026-03-06,605268,王力安防,2,地产链,0,0.47,True,10.02,True,True,False,True,4,2
2026-03-11,2026-03-12,000537,绿发电力,2,电力,1,12.49,False,9.16,True,True,False,True,5,2
2026-03-11,2026-03-12,000839,国安股份,2,AI应用,1,23.19,False,4.52,False,False,False,False,5,2
2026-03-11,2026-03-12,600108,亚盛集团,2,农业,1,23.83,False,1.98,False,False,False,False,5,2
2026-03-11,2026-03-12,600172,黄河旋风,2,金刚石概念,0,28.66,False,0.99,False,False,False,False,5,2
2026-03-11,2026-03-12,600726,华电能源,2,电力,1,13.02,False,2.83,True,True,False,True,5,2
2026-03-11,2026-03-12,600769,祥龙电业,2,水务,0,5.91,False,0.0,False,False,False,False,5,2
2026-03-11,2026-03-12,603421,鼎信通讯,2,智能电网,4,9.69,False,-3.36,False,False,False,False,5,2
2026-03-11,2026-03-12,603803,瑞斯康达,2,通信,3,5.49,False,-3.22,True,False,True,False,5,2
2026-03-12,2026-03-13,002150,正泰电源,2,储能,3,7.45,False,1.08,False,False,False,False,4,2
2026-03-12,2026-03-13,600722,金牛化工,2,化工,9,24.41,False,3.9,True,True,False,True,4,2
2026-03-12,2026-03-13,601016,节能风电,2,储能,3,34.7,False,4.06,False,False,False,False,4,2
2026-03-12,2026-03-13,601868,中国能建,2,智能电网,3,174.58,False,0.0,False,False,False,False,4,2
2026-03-16,2026-03-17,600227,赤天化,2,化工,2,20.9,False,-4.37,True,True,False,True,4,2
2026-03-16,2026-03-17,600683,京投发展,2,地产链,0,2.31,False,9.96,True,True,False,True,4,2
2026-03-16,2026-03-17,603248,锡华科技,2,风电,1,11.8,False,-0.71,True,True,False,True,4,2
2026-03-16,2026-03-17,603929,亚翔集成,2,芯片,7,14.1,False,4.45,True,True,False,True,4,2
2026-03-19,2026-03-20,000020,深华发Ａ,4,地产链,0,0.69,True,10.0,True,True,False,True,5,4
2026-03-19,2026-03-20,600396,华电辽能,4,风电,2,10.29,False,7.21,True,True,False,True,5,4
2026-03-26,2026-03-27,000720,新能泰山,3,智能电网,3,1.06,True,8.38,True,True,False,True,8,3
2026-03-26,2026-03-27,000722,湖南发展,3,电力,5,20.21,False,1.65,False,False,False,False,8,3
2026-03-26,2026-03-27,002192,融捷股份,3,锂电池,4,28.4,False,3.42,True,True,False,True,8,3
2026-03-26,2026-03-27,603538,美诺华,3,医药,4,10.14,False,6.51,True,True,False,True,8,3
2026-03-31,2026-04-01,000008,神州高铁,2,轨道交通,4,5.24,False,10.09,True,False,True,False,5,2
2026-03-31,2026-04-01,000592,平潭发展,2,海峡两岸,2,55.7,False,-0.47,False,False,False,False,5,2
2026-03-31,2026-04-01,002634,棒杰股份,2,光伏,1,3.12,False,-1.01,False,False,False,False,5,2
2026-03-31,2026-04-01,301008,宏昌科技,2,两轮车,3,11.59,False,16.67,False,False,False,False,5,2
2026-04-01,2026-04-02,002560,通达股份,2,年报增长,2,9.81,False,9.44,True,True,False,True,4,2
2026-04-01,2026-04-02,002821,凯莱英,2,医药,10,22.37,False,1.8,False,False,False,False,4,2
2026-04-01,2026-04-02,605162,新中港,2,电力,0,6.64,False,4.93,True,True,False,True,4,2
2026-04-08,2026-04-09,000586,汇源通信,4,通信,18,0.87,True,9.46,True,True,False,True,7,4
2026-04-10,2026-04-13,000889,中嘉博创,3,算力,4,7.76,False,-1.61,False,False,False,False,5,3
2026-04-15,2026-04-16,002124,天邦食品,3,农业,0,12.11,False,-2.55,False,False,False,False,6,3
2026-04-15,2026-04-16,002297,博云新材,3,商业航天,3,1.43,True,9.99,True,True,False,True,6,3
2026-04-20,2026-04-21,600156,华升股份,3,算力,4,3.57,False,10.01,True,False,True,False,7,3
2026-04-20,2026-04-21,600961,株冶集团,3,一季报增长,4,1.24,True,10.0,True,True,False,True,7,3
2026-04-20,2026-04-21,603052,可川科技,3,通信,6,17.26,False,0.36,False,False,False,False,7,3
2026-04-20,2026-04-21,603268,松发股份,3,ST摘帽,1,17.45,False,2.74,False,False,False,False,7,3
2026-04-21,2026-04-22,600961,株冶集团,4,一季报增长,1,3.17,True,3.89,True,False,True,False,6,4
2026-04-22,2026-04-23,002081,金螳螂,4,商业航天,0,3.03,True,10.19,True,True,False,True,4,4
2026-04-22,2026-04-23,003018,金富科技,4,算力,4,10.36,False,5.36,True,False,True,False,4,4
2026-04-24,2026-04-27,603318,水发燃气,3,燃气轮机,0,1.84,True,7.46,True,True,False,True,5,3
2026-04-29,2026-04-30,001266,宏英智能,2,一季报增长,34,1.19,True,6.07,True,False,True,False,5,2
2026-04-29,2026-04-30,002081,金螳螂,2,芯片,2,16.27,False,-3.63,True,True,False,True,5,2
2026-04-29,2026-04-30,002652,扬子新材,2,芯片,2,2.1,False,3.72,False,False,False,False,5,2
2026-04-29,2026-04-30,600156,华升股份,2,算力,4,3.52,False,5.82,True,False,True,False,5,2
2026-04-29,2026-04-30,600379,宝光股份,2,芯片,2,9.87,False,8.2,True,True,False,True,5,2
2026-04-29,2026-04-30,603317,天味食品,2,一季报增长,34,8.68,False,-2.08,False,False,False,False,5,2
2026-04-29,2026-04-30,603399,永杉锂业,2,锂电池,16,10.38,False,9.98,True,True,False,True,5,2
2026-04-29,2026-04-30,603629,利通电子,2,算力,4,18.83,False,8.4,True,True,False,False,5,2
2026-04-29,2026-04-30,605168,三人行,2,算力,4,9.89,False,0.54,False,False,False,False,5,2
2026-05-06,2026-05-07,002081,金螳螂,4,商业航天,2,17.21,False,7.39,True,True,False,True,4,4
2026-05-06,2026-05-07,600379,宝光股份,4,芯片,17,4.92,False,10.02,True,False,True,False,4,4
2026-05-06,2026-05-07,603399,永杉锂业,4,锂电池,3,1.63,True,9.47,True,False,True,False,4,4
2026-05-08,2026-05-11,603045,福达合金,4,算力,6,1.04,True,9.99,True,True,False,True,5,4
2026-05-12,2026-05-13,002918,蒙娜丽莎,3,芯片,9,0.56,True,1.79,True,True,False,True,5,3
2026-05-12,2026-05-13,600530,交大昂立,3,保健品,0,4.39,False,7.91,True,True,False,True,5,3
2026-05-12,2026-05-13,600683,京投发展,3,并购重组,1,16.64,False,-0.24,False,False,False,False,5,3
2026-05-14,2026-05-15,002208,合肥城建,3,芯片,10,18.88,False,-0.96,True,False,True,False,6,3
2026-05-14,2026-05-15,603007,花王股份,3,通信,4,2.68,True,-1.73,False,False,False,False,6,3
2026-05-18,2026-05-19,600578,京能电力,4,电力,4,18.38,False,0.0,True,False,True,False,6,4
2026-05-19,2026-05-20,603082,北自科技,4,机器人概念,13,2.64,True,-10.0,False,False,False,False,4,4
2026-05-20,2026-05-21,002782,可立克,2,智能电网,0,12.76,False,0.03,False,False,False,False,4,2
2026-05-20,2026-05-21,003004,声迅股份,2,ST摘帽,1,2.1,False,4.45,True,True,False,False,4,2
2026-05-20,2026-05-21,600563,法拉电子,2,元器件,0,12.4,False,3.47,False,False,False,False,4,2
2026-05-20,2026-05-21,605288,凯迪股份,2,机器人概念,4,4.81,False,-4.0,True,False,True,False,4,2
2026-05-21,2026-05-22,000518,四环生物,2,ST摘帽,1,6.65,False,8.53,True,True,False,True,4,2
2026-05-21,2026-05-22,002442,龙星科技,2,化工,0,9.88,False,1.63,True,True,False,True,4,2
2026-05-21,2026-05-22,600611,大众交通,2,芯片,3,8.32,False,10.05,True,True,False,True,4,2
2026-05-22,2026-05-25,000518,四环生物,3,ST摘帽,0,7.05,False,-6.3,True,True,False,True,4,3
2026-05-22,2026-05-25,002442,龙星科技,3,化工,4,7.17,False,5.92,True,False,True,False,4,3
2026-05-22,2026-05-25,600611,大众交通,3,芯片,11,3.58,True,7.5,False,False,False,False,4,3
2026-05-26,2026-05-27,000509,华塑控股,2,新型工业化,0,3.73,False,0.0,True,True,False,True,4,2
2026-05-26,2026-05-27,002185,华天科技,2,芯片,2,112.43,False,5.79,True,False,True,False,4,2
2026-05-26,2026-05-27,002388,新亚制程,2,华为概念,0,0.79,True,3.42,False,False,False,False,4,2
2026-05-26,2026-05-27,003036,泰坦股份,2,通信,3,11.04,False,-2.37,False,False,False,False,4,2
2026-05-26,2026-05-27,600162,香江控股,2,地产链,0,0.62,True,6.19,True,True,False,True,4,2
2026-05-26,2026-05-27,600520,三佳科技,2,芯片,2,2.99,False,8.61,False,False,False,False,4,2
2026-05-26,2026-05-27,600584,长电科技,2,芯片,2,287.85,False,-1.92,False,False,False,False,4,2
2026-05-26,2026-05-27,600726,华电能源,2,电力,3,15.19,False,3.29,True,True,False,True,4,2
2026-05-27,2026-05-28,000759,中百集团,2,零售,0,7.79,False,-1.15,False,False,False,False,3,2
2026-05-27,2026-05-28,001257,盛龙股份,2,有色金属,0,11.15,False,0.04,False,False,False,False,3,2
2026-05-27,2026-05-28,002251,步步高,2,零售,0,12.27,False,-0.88,False,False,False,False,3,2
2026-05-27,2026-05-28,002579,中京电子,2,通信,2,16.91,False,1.87,True,True,False,True,3,2
2026-05-27,2026-05-28,002771,真视通,2,算力,2,5.69,False,2.3,False,False,False,False,3,2
2026-06-01,2026-06-02,000037,深南电A,2,电力,1,12.68,False,0.0,False,False,False,False,5,2
2026-06-01,2026-06-02,000767,晋控电力,2,电力,1,41.03,False,0.16,False,False,False,False,5,2
2026-06-01,2026-06-02,002081,金螳螂,2,地产链,2,41.36,False,3.31,True,False,True,False,5,2
2026-06-01,2026-06-02,600280,中央商场,2,零售,0,2.93,False,-2.84,True,True,False,True,5,2
2026-06-01,2026-06-02,603890,春秋电子,2,AI PC,7,1.18,True,10.0,True,True,False,True,5,2
2026-06-02,2026-06-03,600280,中央商场,3,零售,0,5.52,False,-3.1,False,False,False,False,4,3
2026-06-02,2026-06-03,603890,春秋电子,3,AI PC,0,1.15,True,5.23,False,False,False,False,4,3
2026-06-03,2026-06-04,600121,郑州煤电,3,煤炭,0,15.42,False,0.0,True,False,True,False,3,3
2026-06-03,2026-06-04,600367,红星发展,3,元器件,1,5.52,False,5.9,True,True,False,True,3,3
2026-06-03,2026-06-04,600403,大有能源,3,煤炭,0,6.36,False,9.96,True,True,False,True,3,3
2026-06-03,2026-06-04,603330,天洋新材,3,通信,5,1.01,True,0.0,True,True,False,True,3,3
2026-06-09,2026-06-10,001696,宗申动力,2,低空经济,1,11.9,False,2.65,True,False,True,False,6,2
2026-06-09,2026-06-10,002636,金安国纪,2,通信,27,10.06,False,7.99,True,True,False,True,6,2
2026-06-09,2026-06-10,002747,埃斯顿,2,机器人概念,6,27.77,False,5.68,False,False,False,False,6,2
2026-06-09,2026-06-10,603186,华正新材,2,通信,27,28.11,False,1.92,True,False,True,False,6,2
2026-06-09,2026-06-10,603929,亚翔集成,2,芯片,26,6.72,False,-0.39,True,False,True,False,6,2
2026-06-11,2026-06-12,002971,和远气体,3,芯片,19,12.49,False,4.27,True,True,False,True,4,3
2026-06-11,2026-06-12,600500,中化国际,3,通信,6,2.8,True,9.57,True,True,False,False,4,3
2026-06-11,2026-06-12,603065,XD宿迁联,3,芯片,19,1.59,True,10.03,True,True,False,True,4,3
2026-06-15,2026-06-16,000506,招金黄金,2,黄金,0,9.1,False,0.07,False,False,False,False,4,2
2026-06-15,2026-06-16,001359,平安电工,2,化工,4,6.53,False,3.69,False,False,False,False,4,2
2026-06-15,2026-06-16,301176,逸豪新材,2,通信,37,4.3,False,15.44,True,True,False,True,4,2
2026-06-15,2026-06-16,603738,泰晶科技,2,通信,37,47.5,False,0.16,False,False,False,False,4,2
2026-06-15,2026-06-16,605198,安德利,2,食品饮料,0,4.71,False,10.0,True,True,False,True,4,2
2026-06-17,2026-06-18,000777,中核科技,3,中字头,2,17.02,False,-6.48,False,False,False,False,4,3
