family,filters,outcome,n,wins,rate,h1_n,h1_w,h1,h2_n,h2_w,h2,claim
alt_plus,ge4_seal02_tn8+not_drop,open_up,18,6,0.3333,11,3,0.2727,7,3,0.4286,False
alt_plus,ge4_seal02_tn8+not_drop,open_flat,18,12,0.6667,11,7,0.6364,7,5,0.7143,False
alt_plus,ge4_seal02_tn8+not_drop,touch3,18,13,0.7222,11,7,0.6364,7,6,0.8571,False
alt_plus,ge4_seal02_tn8+not_drop,hold_3d,20,12,0.6000,12,7,0.5833,8,5,0.6250,False
alt_plus,ge4_seal02_tn8+same_break,maxc3,1,1,1.0000,1,1,1.0000,0,0,,False
alt_plus,ge4_seal02_tn8+same_break,hold_close,1,1,1.0000,1,1,1.0000,0,0,,False
alt_plus,ge4_seal02_tn8+same_break,hold_flat,1,1,1.0000,1,1,1.0000,0,0,,False
alt_plus,ge4_seal02_tn8+same_break,hold_touch3,1,1,1.0000,1,1,1.0000,0,0,,False
alt_plus,ge4_seal02_tn8+same_break,open_up,1,1,1.0000,1,1,1.0000,0,0,,False
alt_plus,ge4_seal02_tn8+same_break,open_flat,1,1,1.0000,1,1,1.0000,0,0,,False
alt_plus,ge4_seal02_tn8+same_break,touch3,1,1,1.0000,1,1,1.0000,0,0,,False
alt_plus,ge4_seal02_tn8+same_break,hold_3d,1,1,1.0000,1,1,1.0000,0,0,,False
alt_plus,ge4_seal02_tn8+not_same,maxc3,31,25,0.8065,20,17,0.8500,11,8,0.7273,False
alt_plus,ge4_seal02_tn8+not_same,hold_close,31,25,0.8065,20,17,0.8500,11,8,0.7273,False
alt_plus,ge4_seal02_tn8+not_same,hold_flat,31,25,0.8065,20,17,0.8500,11,8,0.7273,False
alt_plus,ge4_seal02_tn8+not_same,hold_touch3,31,23,0.7419,20,14,0.7000,11,9,0.8182,False
alt_plus,ge4_seal02_tn8+not_same,open_up,26,9,0.3462,18,6,0.3333,8,3,0.3750,False
alt_plus,ge4_seal02_tn8+not_same,open_flat,26,18,0.6923,18,12,0.6667,8,6,0.7500,False
alt_plus,ge4_seal02_tn8+not_same,touch3,26,18,0.6923,18,12,0.6667,8,6,0.7500,False
alt_plus,ge4_seal02_tn8+not_same,hold_3d,29,18,0.6207,19,12,0.6316,10,6,0.6000,False
alt_plus,ge4_seal02_tn8+seal03,maxc3,12,9,0.7500,6,4,0.6667,6,5,0.8333,False
alt_plus,ge4_seal02_tn8+seal03,hold_close,12,9,0.7500,6,4,0.6667,6,5,0.8333,False
alt_plus,ge4_seal02_tn8+seal03,hold_flat,12,9,0.7500,6,4,0.6667,6,5,0.8333,False
alt_plus,ge4_seal02_tn8+seal03,hold_touch3,12,9,0.7500,6,4,0.6667,6,5,0.8333,False
alt_plus,ge4_seal02_tn8+seal03,open_up,9,5,0.5556,5,3,0.6000,4,2,0.5000,False
alt_plus,ge4_seal02_tn8+seal03,open_flat,9,7,0.7778,5,3,0.6000,4,4,1.0000,False
alt_plus,ge4_seal02_tn8+seal03,touch3,9,6,0.6667,5,3,0.6000,4,3,0.7500,False
alt_plus,ge4_seal02_tn8+seal03,hold_3d,11,8,0.7273,6,4,0.6667,5,4,0.8000,False
alt_plus,ge4_seal02_tn8+seal05,maxc3,6,3,0.5000,4,2,0.5000,2,1,0.5000,False
alt_plus,ge4_seal02_tn8+seal05,hold_close,6,3,0.5000,4,2,0.5000,2,1,0.5000,False
alt_plus,ge4_seal02_tn8+seal05,hold_flat,6,3,0.5000,4,2,0.5000,2,1,0.5000,False
alt_plus,ge4_seal02_tn8+seal05,hold_touch3,6,3,0.5000,4,2,0.5000,2,1,0.5000,False
alt_plus,ge4_seal02_tn8+seal05,open_up,6,3,0.5000,4,2,0.5000,2,1,0.5000,False
alt_plus,ge4_seal02_tn8+seal05,open_flat,6,4,0.6667,4,2,0.5000,2,2,1.0000,False
alt_plus,ge4_seal02_tn8+seal05,touch3,6,3,0.5000,4,2,0.5000,2,1,0.5000,False
alt_plus,ge4_seal02_tn8+seal05,hold_3d,5,2,0.4000,4,2,0.5000,1,0,0.0000,False
alt_plus,ge4_seal02_tn8+seal08,maxc3,1,0,0.0000,1,0,0.0000,0,0,,False
alt_plus,ge4_seal02_tn8+seal08,hold_close,1,0,0.0000,1,0,0.0000,0,0,,False
alt_plus,ge4_seal02_tn8+seal08,hold_flat,1,0,0.0000,1,0,0.0000,0,0,,False
alt_plus,ge4_seal02_tn8+seal08,hold_touch3,1,0,0.0000,1,0,0.0000,0,0,,False
alt_plus,ge4_seal02_tn8+seal08,open_up,1,0,0.0000,1,0,0.0000,0,0,,False
alt_plus,ge4_seal02_tn8+seal08,open_flat,1,0,0.0000,1,0,0.0000,0,0,,False
alt_plus,ge4_seal02_tn8+seal08,touch3,1,0,0.0000,1,0,0.0000,0,0,,False
alt_plus,ge4_seal02_tn8+seal08,hold_3d,1,0,0.0000,1,0,0.0000,0,0,,False
alt_plus,ge4_seal02_tn8+tn6,maxc3,32,26,0.8125,21,18,0.8571,11,8,0.7273,False
alt_plus,ge4_seal02_tn8+tn6,hold_close,32,26,0.8125,21,18,0.8571,11,8,0.7273,False
alt_plus,ge4_seal02_tn8+tn6,hold_flat,32,26,0.8125,21,18,0.8571,11,8,0.7273,False
alt_plus,ge4_seal02_tn8+tn6,hold_touch3,32,24,0.7500,21,15,0.7143,11,9,0.8182,False
alt_plus,ge4_seal02_tn8+tn6,open_up,27,10,0.3704,19,7,0.3684,8,3,0.3750,False
alt_plus,ge4_seal02_tn8+tn6,open_flat,27,19,0.7037,19,13,0.6842,8,6,0.7500,False
alt_plus,ge4_seal02_tn8+tn6,touch3,27,19,0.7037,19,13,0.6842,8,6,0.7500,False
alt_plus,ge4_seal02_tn8+tn6,hold_3d,30,19,0.6333,20,13,0.6500,10,6,0.6000,False
alt_plus,ge4_seal02_tn8+tn8,maxc3,32,26,0.8125,21,18,0.8571,11,8,0.7273,False
alt_plus,ge4_seal02_tn8+tn8,hold_close,32,26,0.8125,21,18,0.8571,11,8,0.7273,False
alt_plus,ge4_seal02_tn8+tn8,hold_flat,32,26,0.8125,21,18,0.8571,11,8,0.7273,False
alt_plus,ge4_seal02_tn8+tn8,hold_touch3,32,24,0.7500,21,15,0.7143,11,9,0.8182,False
alt_plus,ge4_seal02_tn8+tn8,open_up,27,10,0.3704,19,7,0.3684,8,3,0.3750,False
alt_plus,ge4_seal02_tn8+tn8,open_flat,27,19,0.7037,19,13,0.6842,8,6,0.7500,False
alt_plus,ge4_seal02_tn8+tn8,touch3,27,19,0.7037,19,13,0.6842,8,6,0.7500,False
alt_plus,ge4_seal02_tn8+tn8,hold_3d,30,19,0.6333,20,13,0.6500,10,6,0.6000,False
alt_plus,ge4_seal02_tn8+tn10,maxc3,24,19,0.7917,16,13,0.8125,8,6,0.7500,False
alt_plus,ge4_seal02_tn8+tn10,hold_close,24,19,0.7917,16,13,0.8125,8,6,0.7500,False
alt_plus,ge4_seal02_tn8+tn10,hold_flat,24,19,0.7917,16,13,0.8125,8,6,0.7500,False
alt_plus,ge4_seal02_tn8+tn10,hold_touch3,24,16,0.6667,16,10,0.6250,8,6,0.7500,False
alt_plus,ge4_seal02_tn8+tn10,open_up,19,6,0.3158,14,5,0.3571,5,1,0.2000,False
alt_plus,ge4_seal02_tn8+tn10,open_flat,19,13,0.6842,14,9,0.6429,5,4,0.8000,False
alt_plus,ge4_seal02_tn8+tn10,touch3,19,11,0.5789,14,8,0.5714,5,3,0.6000,False
alt_plus,ge4_seal02_tn8+tn10,hold_3d,23,13,0.5652,15,8,0.5333,8,5,0.6250,False
alt_plus,ge4_seal02_tn8+unopened,maxc3,18,15,0.8333,12,11,0.9167,6,4,0.6667,False
alt_plus,ge4_seal02_tn8+unopened,hold_close,18,15,0.8333,12,11,0.9167,6,4,0.6667,False
alt_plus,ge4_seal02_tn8+unopened,hold_flat,18,15,0.8333,12,11,0.9167,6,4,0.6667,False
alt_plus,ge4_seal02_tn8+unopened,hold_touch3,18,14,0.7778,12,9,0.7500,6,5,0.8333,False
alt_plus,ge4_seal02_tn8+unopened,open_up,16,7,0.4375,11,5,0.4545,5,2,0.4000,False
alt_plus,ge4_seal02_tn8+unopened,open_flat,16,12,0.7500,11,8,0.7273,5,4,0.8000,False
alt_plus,ge4_seal02_tn8+unopened,touch3,16,12,0.7500,11,8,0.7273,5,4,0.8000,False
alt_plus,ge4_seal02_tn8+unopened,hold_3d,17,13,0.7647,11,9,0.8182,6,4,0.6667,False
alt_plus,ge4_seal02_tn8+opened,maxc3,14,11,0.7857,9,7,0.7778,5,4,0.8000,False
alt_plus,ge4_seal02_tn8+opened,hold_close,14,11,0.7857,9,7,0.7778,5,4,0.8000,False
alt_plus,ge4_seal02_tn8+opened,hold_flat,14,11,0.7857,9,7,0.7778,5,4,0.8000,False
alt_plus,ge4_seal02_tn8+opened,hold_touch3,14,10,0.7143,9,6,0.6667,5,4,0.8000,False
alt_plus,ge4_seal02_tn8+opened,open_up,11,3,0.2727,8,2,0.2500,3,1,0.3333,False
alt_plus,ge4_seal02_tn8+opened,open_flat,11,7,0.6364,8,5,0.6250,3,2,0.6667,False
alt_plus,ge4_seal02_tn8+opened,touch3,11,7,0.6364,8,5,0.6250,3,2,0.6667,False
alt_plus,ge4_seal02_tn8+opened,hold_3d,13,6,0.4615,9,4,0.4444,4,2,0.5000,False
alt_plus,ge4_seal02_tn8+early,maxc3,30,25,0.8333,19,17,0.8947,11,8,0.7273,False
alt_plus,ge4_seal02_tn8+early,hold_close,30,25,0.8333,19,17,0.8947,11,8,0.7273,False
alt_plus,ge4_seal02_tn8+early,hold_flat,30,25,0.8333,19,17,0.8947,11,8,0.7273,False
alt_plus,ge4_seal02_tn8+early,hold_touch3,30,23,0.7667,19,14,0.7368,11,9,0.8182,False
alt_plus,ge4_seal02_tn8+early,open_up,25,10,0.4000,17,7,0.4118,8,3,0.3750,False
alt_plus,ge4_seal02_tn8+early,open_flat,25,18,0.7200,17,12,0.7059,8,6,0.7500,False
alt_plus,ge4_seal02_tn8+early,touch3,25,18,0.7200,17,12,0.7059,8,6,0.7500,False
alt_plus,ge4_seal02_tn8+early,hold_3d,28,18,0.6429,18,12,0.6667,10,6,0.6000,False
alt_plus,ge4_seal02_tn8+not_early,maxc3,2,1,0.5000,2,1,0.5000,0,0,,False
alt_plus,ge4_seal02_tn8+not_early,hold_close,2,1,0.5000,2,1,0.5000,0,0,,False
alt_plus,ge4_seal02_tn8+not_early,hold_flat,2,1,0.5000,2,1,0.5000,0,0,,False
alt_plus,ge4_seal02_tn8+not_early,hold_touch3,2,1,0.5000,2,1,0.5000,0,0,,False
alt_plus,ge4_seal02_tn8+not_early,open_up,2,0,0.0000,2,0,0.0000,0,0,,False
alt_plus,ge4_seal02_tn8+not_early,open_flat,2,1,0.5000,2,1,0.5000,0,0,,False
alt_plus,ge4_seal02_tn8+not_early,touch3,2,1,0.5000,2,1,0.5000,0,0,,False
alt_plus,ge4_seal02_tn8+not_early,hold_3d,2,1,0.5000,2,1,0.5000,0,0,,False
alt_plus,ge4_seal02_tn8+suc8,maxc3,17,14,0.8235,13,11,0.8462,4,3,0.7500,False
alt_plus,ge4_seal02_tn8+suc8,hold_close,17,14,0.8235,13,11,0.8462,4,3,0.7500,False
alt_plus,ge4_seal02_tn8+suc8,hold_flat,17,14,0.8235,13,11,0.8462,4,3,0.7500,False
alt_plus,ge4_seal02_tn8+suc8,hold_touch3,17,14,0.8235,13,11,0.8462,4,3,0.7500,False
alt_plus,ge4_seal02_tn8+suc8,open_up,14,4,0.2857,11,3,0.2727,3,1,0.3333,False
alt_plus,ge4_seal02_tn8+suc8,open_flat,14,11,0.7857,11,8,0.7273,3,3,1.0000,False
alt_plus,ge4_seal02_tn8+suc8,touch3,14,11,0.7857,11,9,0.8182,3,2,0.6667,False
alt_plus,ge4_seal02_tn8+suc8,hold_3d,17,12,0.7059,13,9,0.6923,4,3,0.7500,False
alt_plus,ge4_seal02_tn8+newh,maxc3,11,8,0.7273,2,1,0.5000,9,7,0.7778,False
alt_plus,ge4_seal02_tn8+newh,hold_close,11,8,0.7273,2,1,0.5000,9,7,0.7778,False
alt_plus,ge4_seal02_tn8+newh,hold_flat,11,8,0.7273,2,1,0.5000,9,7,0.7778,False
alt_plus,ge4_seal02_tn8+newh,hold_touch3,11,9,0.8182,2,1,0.5000,9,8,0.8889,False
alt_plus,ge4_seal02_tn8+newh,open_up,9,4,0.4444,2,1,0.5000,7,3,0.4286,False
alt_plus,ge4_seal02_tn8+newh,open_flat,9,6,0.6667,2,1,0.5000,7,5,0.7143,False
alt_plus,ge4_seal02_tn8+newh,touch3,9,7,0.7778,2,1,0.5000,7,6,0.8571,False
alt_plus,ge4_seal02_tn8+newh,hold_3d,10,6,0.6000,2,1,0.5000,8,5,0.6250,False
alt_plus,ge4_seal02_tn8+sub,maxc3,8,7,0.8750,8,7,0.8750,0,0,,False
alt_plus,ge4_seal02_tn8+sub,hold_close,8,7,0.8750,8,7,0.8750,0,0,,False
alt_plus,ge4_seal02_tn8+sub,hold_flat,8,7,0.8750,8,7,0.8750,0,0,,False
alt_plus,ge4_seal02_tn8+sub,hold_touch3,8,4,0.5000,8,4,0.5000,0,0,,False
alt_plus,ge4_seal02_tn8+sub,open_up,7,3,0.4286,7,3,0.4286,0,0,,False
alt_plus,ge4_seal02_tn8+sub,open_flat,7,3,0.4286,7,3,0.4286,0,0,,False
alt_plus,ge4_seal02_tn8+sub,touch3,7,3,0.4286,7,3,0.4286,0,0,,False
alt_plus,ge4_seal02_tn8+sub,hold_3d,7,3,0.4286,7,3,0.4286,0,0,,False
alt_plus,ge4_seal02_tn8+mid,maxc3,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+mid,hold_close,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+mid,hold_flat,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+mid,hold_touch3,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+mid,open_up,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+mid,open_flat,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+mid,touch3,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+mid,hold_3d,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+fanbao,maxc3,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+fanbao,hold_close,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+fanbao,hold_flat,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+fanbao,hold_touch3,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+fanbao,open_up,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+fanbao,open_flat,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+fanbao,touch3,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+fanbao,hold_3d,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+not_fanbao,maxc3,32,26,0.8125,21,18,0.8571,11,8,0.7273,False
alt_plus,ge4_seal02_tn8+not_fanbao,hold_close,32,26,0.8125,21,18,0.8571,11,8,0.7273,False
alt_plus,ge4_seal02_tn8+not_fanbao,hold_flat,32,26,0.8125,21,18,0.8571,11,8,0.7273,False
alt_plus,ge4_seal02_tn8+not_fanbao,hold_touch3,32,24,0.7500,21,15,0.7143,11,9,0.8182,False
alt_plus,ge4_seal02_tn8+not_fanbao,open_up,27,10,0.3704,19,7,0.3684,8,3,0.3750,False
alt_plus,ge4_seal02_tn8+not_fanbao,open_flat,27,19,0.7037,19,13,0.6842,8,6,0.7500,False
alt_plus,ge4_seal02_tn8+not_fanbao,touch3,27,19,0.7037,19,13,0.6842,8,6,0.7500,False
alt_plus,ge4_seal02_tn8+not_fanbao,hold_3d,30,19,0.6333,20,13,0.6500,10,6,0.6000,False
alt_plus,ge4_seal02_tn8+stock_unbroken,maxc3,32,26,0.8125,21,18,0.8571,11,8,0.7273,False
alt_plus,ge4_seal02_tn8+stock_unbroken,hold_close,32,26,0.8125,21,18,0.8571,11,8,0.7273,False
alt_plus,ge4_seal02_tn8+stock_unbroken,hold_flat,32,26,0.8125,21,18,0.8571,11,8,0.7273,False
alt_plus,ge4_seal02_tn8+stock_unbroken,hold_touch3,32,24,0.7500,21,15,0.7143,11,9,0.8182,False
alt_plus,ge4_seal02_tn8+stock_unbroken,open_up,27,10,0.3704,19,7,0.3684,8,3,0.3750,False
alt_plus,ge4_seal02_tn8+stock_unbroken,open_flat,27,19,0.7037,19,13,0.6842,8,6,0.7500,False
alt_plus,ge4_seal02_tn8+stock_unbroken,touch3,27,19,0.7037,19,13,0.6842,8,6,0.7500,False
alt_plus,ge4_seal02_tn8+stock_unbroken,hold_3d,30,19,0.6333,20,13,0.6500,10,6,0.6000,False
alt_plus,ge4_seal02_tn8+stock_broken,maxc3,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+stock_broken,hold_close,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+stock_broken,hold_flat,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+stock_broken,hold_touch3,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+stock_broken,open_up,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+stock_broken,open_flat,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+stock_broken,touch3,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+stock_broken,hold_3d,0,0,,0,0,,0,0,,False
alt_plus,ge4_seal02_tn8+eqH,maxc3,11,8,0.7273,2,1,0.5000,9,7,0.7778,False
alt_plus,ge4_seal02_tn8+eqH,hold_close,11,8,0.7273,2,1,0.5000,9,7,0.7778,False
alt_plus,ge4_seal02_tn8+eqH,hold_flat,11,8,0.7273,2,1,0.5000,9,7,0.7778,False
alt_plus,ge4_seal02_tn8+eqH,hold_touch3,11,9,0.8182,2,1,0.5000,9,8,0.8889,False
alt_plus,ge4_seal02_tn8+eqH,open_up,9,4,0.4444,2,1,0.5000,7,3,0.4286,False
alt_plus,ge4_seal02_tn8+eqH,open_flat,9,6,0.6667,2,1,0.5000,7,5,0.7143,False
alt_plus,ge4_seal02_tn8+eqH,touch3,9,7,0.7778,2,1,0.5000,7,6,0.8571,False
alt_plus,ge4_seal02_tn8+eqH,hold_3d,10,6,0.6000,2,1,0.5000,8,5,0.6250,False
alt_plus,ge4_seal02_tn8+eqHm1,maxc3,8,7,0.8750,8,7,0.8750,0,0,,False
alt_plus,ge4_seal02_tn8+eqHm1,hold_close,8,7,0.8750,8,7,0.8750,0,0,,False
alt_plus,ge4_seal02_tn8+eqHm1,hold_flat,8,7,0.8750,8,7,0.8750,0,0,,False
alt_plus,ge4_seal02_tn8+eqHm1,hold_touch3,8,4,0.5000,8,4,0.5000,0,0,,False
alt_plus,ge4_seal02_tn8+eqHm1,open_up,7,3,0.4286,7,3,0.4286,0,0,,False
alt_plus,ge4_seal02_tn8+eqHm1,open_flat,7,3,0.4286,7,3,0.4286,0,0,,False
alt_plus,ge4_seal02_tn8+eqHm1,touch3,7,3,0.4286,7,3,0.4286,0,0,,False
alt_plus,ge4_seal02_tn8+eqHm1,hold_3d,7,3,0.4286,7,3,0.4286,0,0,,False
alt_plus,ge4_seal02_tn8+belowH,maxc3,21,18,0.8571,19,17,0.8947,2,1,0.5000,False
alt_plus,ge4_seal02_tn8+belowH,hold_close,21,18,0.8571,19,17,0.8947,2,1,0.5000,False
alt_plus,ge4_seal02_tn8+belowH,hold_flat,21,18,0.8571,19,17,0.8947,2,1,0.5000,False
alt_plus,ge4_seal02_tn8+belowH,hold_touch3,21,15,0.7143,19,14,0.7368,2,1,0.5000,False
alt_plus,ge4_seal02_tn8+belowH,open_up,18,6,0.3333,17,6,0.3529,1,0,0.0000,False
alt_plus,ge4_seal02_tn8+belowH,open_flat,18,13,0.7222,17,12,0.7059,1,1,1.0000,False
alt_plus,ge4_seal02_tn8+belowH,touch3,18,12,0.6667,17,12,0.7059,1,0,0.0000,False
alt_plus,ge4_seal02_tn8+belowH,hold_3d,20,13,0.6500,18,12,0.6667,2,1,0.5000,False
alt_plus,ge4_seal02_tn8+ge5,maxc3,17,13,0.7647,11,8,0.7273,6,5,0.8333,False
alt_plus,ge4_seal02_tn8+ge5,hold_close,17,13,0.7647,11,8,0.7273,6,5,0.8333,False
alt_plus,ge4_seal02_tn8+ge5,hold_flat,17,13,0.7647,11,8,0.7273,6,5,0.8333,False
alt_plus,ge4_seal02_tn8+ge5,hold_touch3,17,14,0.8235,11,9,0.8182,6,5,0.8333,False
alt_plus,ge4_seal02_tn8+ge5,open_up,15,6,0.4000,10,3,0.3000,5,3,0.6000,False
alt_plus,ge4_seal02_tn8+ge5,open_flat,15,10,0.6667,10,6,0.6000,5,4,0.8000,False
alt_plus,ge4_seal02_tn8+ge5,touch3,15,12,0.8000,10,8,0.8000,5,4,0.8000,False
alt_plus,ge4_seal02_tn8+ge5,hold_3d,16,11,0.6875,11,8,0.7273,5,3,0.6000,False
alt_plus,ge4_seal02_tn8+eq4,maxc3,15,13,0.8667,10,10,1.0000,5,3,0.6000,False
alt_plus,ge4_seal02_tn8+eq4,hold_close,15,13,0.8667,10,10,1.0000,5,3,0.6000,False
alt_plus,ge4_seal02_tn8+eq4,hold_flat,15,13,0.8667,10,10,1.0000,5,3,0.6000,False
alt_plus,ge4_seal02_tn8+eq4,hold_touch3,15,10,0.6667,10,6,0.6000,5,4,0.8000,False
alt_plus,ge4_seal02_tn8+eq4,open_up,12,4,0.3333,9,4,0.4444,3,0,0.0000,False
alt_plus,ge4_seal02_tn8+eq4,open_flat,12,9,0.7500,9,7,0.7778,3,2,0.6667,False
alt_plus,ge4_seal02_tn8+eq4,touch3,12,7,0.5833,9,5,0.5556,3,2,0.6667,False
alt_plus,ge4_seal02_tn8+eq4,hold_3d,14,8,0.5714,9,5,0.5556,5,3,0.6000,False
alt_plus,ge4_seal02_tn8+amt_mid,maxc3,6,4,0.6667,2,1,0.5000,4,3,0.7500,False
alt_plus,ge4_seal02_tn8+amt_mid,hold_close,6,4,0.6667,2,1,0.5000,4,3,0.7500,False
alt_plus,ge4_seal02_tn8+amt_mid,hold_flat,6,4,0.6667,2,1,0.5000,4,3,0.7500,False
alt_plus,ge4_seal02_tn8+amt_mid,hold_touch3,6,4,0.6667,2,1,0.5000,4,3,0.7500,False
alt_plus,ge4_seal02_tn8+amt_mid,open_up,4,1,0.2500,2,0,0.0000,2,1,0.5000,False
alt_plus,ge4_seal02_tn8+amt_mid,open_flat,4,3,0.7500,2,1,0.5000,2,2,1.0000,False
alt_plus,ge4_seal02_tn8+amt_mid,touch3,4,2,0.5000,2,1,0.5000,2,1,0.5000,False
alt_plus,ge4_seal02_tn8+amt_mid,hold_3d,6,4,0.6667,2,1,0.5000,4,3,0.7500,False
alt_plus,ge4_seal02_tn8+turn_mid,maxc3,26,22,0.8462,16,14,0.8750,10,8,0.8000,False
alt_plus,ge4_seal02_tn8+turn_mid,hold_close,26,22,0.8462,16,14,0.8750,10,8,0.8000,False
alt_plus,ge4_seal02_tn8+turn_mid,hold_flat,26,22,0.8462,16,14,0.8750,10,8,0.8000,False
alt_plus,ge4_seal02_tn8+turn_mid,hold_touch3,26,19,0.7308,16,11,0.6875,10,8,0.8000,False
alt_plus,ge4_seal02_tn8+turn_mid,open_up,21,9,0.4286,14,6,0.4286,7,3,0.4286,False
alt_plus,ge4_seal02_tn8+turn_mid,open_flat,21,15,0.7143,14,9,0.6429,7,6,0.8571,False
alt_plus,ge4_seal02_tn8+turn_mid,touch3,21,14,0.6667,14,9,0.6429,7,5,0.7143,False
alt_plus,ge4_seal02_tn8+turn_mid,hold_3d,24,15,0.6250,15,9,0.6000,9,6,0.6667,False
alt_plus,ge4_seal02_tn8+circ_mid,maxc3,27,22,0.8148,18,15,0.8333,9,7,0.7778,False
alt_plus,ge4_seal02_tn8+circ_mid,hold_close,27,22,0.8148,18,15,0.8333,9,7,0.7778,False
alt_plus,ge4_seal02_tn8+circ_mid,hold_flat,27,22,0.8148,18,15,0.8333,9,7,0.7778,False
alt_plus,ge4_seal02_tn8+circ_mid,hold_touch3,27,23,0.8519,18,15,0.8333,9,8,0.8889,False
alt_plus,ge4_seal02_tn8+circ_mid,open_up,23,9,0.3913,16,6,0.3750,7,3,0.4286,False
alt_plus,ge4_seal02_tn8+circ_mid,open_flat,23,17,0.7391,16,12,0.7500,7,5,0.7143,False
alt_plus,ge4_seal02_tn8+circ_mid,touch3,23,19,0.8261,16,13,0.8125,7,6,0.8571,False
alt_plus,ge4_seal02_tn8+circ_mid,hold_3d,26,18,0.6923,18,13,0.7222,8,5,0.6250,False
alt_plus,ge4_seal02_tn8+huanshou,maxc3,19,15,0.7895,12,10,0.8333,7,5,0.7143,False
alt_plus,ge4_seal02_tn8+huanshou,hold_close,19,15,0.7895,12,10,0.8333,7,5,0.7143,False
alt_plus,ge4_seal02_tn8+huanshou,hold_flat,19,15,0.7895,12,10,0.8333,7,5,0.7143,False
alt_plus,ge4_seal02_tn8+huanshou,hold_touch3,19,14,0.7368,12,8,0.6667,7,6,0.8571,False
alt_plus,ge4_seal02_tn8+huanshou,open_up,17,6,0.3529,11,4,0.3636,6,2,0.3333,False
alt_plus,ge4_seal02_tn8+huanshou,open_flat,17,11,0.6471,11,7,0.6364,6,4,0.6667,False
alt_plus,ge4_seal02_tn8+huanshou,touch3,17,12,0.7059,11,7,0.6364,6,5,0.8333,False
alt_plus,ge4_seal02_tn8+huanshou,hold_3d,18,11,0.6111,11,7,0.6364,7,4,0.5714,False
alt_plus,ge4_seal02_tn8+intact_unopened,maxc3,12,10,0.8333,8,7,0.8750,4,3,0.7500,False
alt_plus,ge4_seal02_tn8+intact_unopened,hold_close,12,10,0.8333,8,7,0.8750,4,3,0.7500,False
alt_plus,ge4_seal02_tn8+intact_unopened,hold_flat,12,10,0.8333,8,7,0.8750,4,3,0.7500,False
alt_plus,ge4_seal02_tn8+intact_unopened,hold_touch3,12,9,0.7500,8,6,0.7500,4,3,0.7500,False
alt_plus,ge4_seal02_tn8+intact_unopened,open_up,11,4,0.3636,7,2,0.2857,4,2,0.5000,False
alt_plus,ge4_seal02_tn8+intact_unopened,open_flat,11,9,0.8182,7,5,0.7143,4,4,1.0000,False
alt_plus,ge4_seal02_tn8+intact_unopened,touch3,11,8,0.7273,7,5,0.7143,4,3,0.7500,False
alt_plus,ge4_seal02_tn8+intact_unopened,hold_3d,12,9,0.7500,8,6,0.7500,4,3,0.7500,False
alt_plus,ge4_seal02_tn8+intact_tn8,maxc3,19,14,0.7368,12,9,0.7500,7,5,0.7143,False
alt_plus,ge4_seal02_tn8+intact_tn8,hold_close,19,14,0.7368,12,9,0.7500,7,5,0.7143,False
alt_plus,ge4_seal02_tn8+intact_tn8,hold_flat,19,14,0.7368,12,9,0.7500,7,5,0.7143,False
alt_plus,ge4_seal02_tn8+intact_tn8,hold_touch3,19,14,0.7368,12,8,0.6667,7,6,0.8571,False
alt_plus,ge4_seal02_tn8+intact_tn8,open_up,17,6,0.3529,11,3,0.2727,6,3,0.5000,False
alt_plus,ge4_seal02_tn8+intact_tn8,open_flat,17,12,0.7059,11,7,0.6364,6,5,0.8333,False
alt_plus,ge4_seal02_tn8+intact_tn8,touch3,17,12,0.7059,11,7,0.6364,6,5,0.8333,False
alt_plus,ge4_seal02_tn8+intact_tn8,hold_3d,18,11,0.6111,12,7,0.5833,6,4,0.6667,False
alt_plus,ge4_seal02_tn8+unopened_tn8,maxc3,18,15,0.8333,12,11,0.9167,6,4,0.6667,False
