family,filters,outcome,n,wins,rate,h1_n,h1_w,h1,h2_n,h2_w,h2,claim
squeeze_base,ge4_seal02_tn5+base,maxc3,46,38,0.8261,28,23,0.8214,18,15,0.8333,False
squeeze_base,ge4_seal02_tn5+base,hold_close,46,36,0.7826,28,23,0.8214,18,13,0.7222,False
squeeze_base,ge4_seal02_tn5+base,hold_flat,46,36,0.7826,28,23,0.8214,18,13,0.7222,False
squeeze_base,ge4_seal02_tn5+base,hold_touch3,46,36,0.7826,28,22,0.7857,18,14,0.7778,False
squeeze_base,ge4_seal02_tn5+base,open_up,41,15,0.3659,26,8,0.3077,15,7,0.4667,False
squeeze_base,ge4_seal02_tn5+base,open_flat,41,27,0.6585,26,16,0.6154,15,11,0.7333,False
squeeze_base,ge4_seal02_tn5+base,touch3,41,31,0.7561,26,20,0.7692,15,11,0.7333,False
squeeze_base,ge4_seal02_tn5+base,hold_3d,44,28,0.6364,27,16,0.5926,17,12,0.7059,False
squeeze_base,ge4_seal02_tn5+intact,maxc3,28,22,0.7857,16,12,0.7500,12,10,0.8333,False
squeeze_base,ge4_seal02_tn5+intact,hold_close,28,20,0.7143,16,12,0.7500,12,8,0.6667,False
squeeze_base,ge4_seal02_tn5+intact,hold_flat,28,20,0.7143,16,12,0.7500,12,8,0.6667,False
squeeze_base,ge4_seal02_tn5+intact,hold_touch3,28,21,0.7500,16,12,0.7500,12,9,0.7500,False
squeeze_base,ge4_seal02_tn5+intact,open_up,26,9,0.3462,15,4,0.2667,11,5,0.4545,False
squeeze_base,ge4_seal02_tn5+intact,open_flat,26,17,0.6538,15,9,0.6000,11,8,0.7273,False
squeeze_base,ge4_seal02_tn5+intact,touch3,26,19,0.7308,15,11,0.7333,11,8,0.7273,False
squeeze_base,ge4_seal02_tn5+intact,hold_3d,27,18,0.6667,16,9,0.5625,11,9,0.8182,False
squeeze_base,ge4_seal02_tn5+absent,maxc3,18,16,0.8889,12,11,0.9167,6,5,0.8333,False
squeeze_base,ge4_seal02_tn5+absent,hold_close,18,16,0.8889,12,11,0.9167,6,5,0.8333,False
squeeze_base,ge4_seal02_tn5+absent,hold_flat,18,16,0.8889,12,11,0.9167,6,5,0.8333,False
squeeze_base,ge4_seal02_tn5+absent,hold_touch3,18,15,0.8333,12,10,0.8333,6,5,0.8333,False
squeeze_base,ge4_seal02_tn5+absent,open_up,15,6,0.4000,11,4,0.3636,4,2,0.5000,False
squeeze_base,ge4_seal02_tn5+absent,open_flat,15,10,0.6667,11,7,0.6364,4,3,0.7500,False
squeeze_base,ge4_seal02_tn5+absent,touch3,15,12,0.8000,11,9,0.8182,4,3,0.7500,False
squeeze_base,ge4_seal02_tn5+absent,hold_3d,17,10,0.5882,11,7,0.6364,6,3,0.5000,False
squeeze_base,ge4_seal02_tn5+drop,maxc3,14,14,1.0000,10,10,1.0000,4,4,1.0000,False
squeeze_base,ge4_seal02_tn5+drop,hold_close,14,14,1.0000,10,10,1.0000,4,4,1.0000,False
squeeze_base,ge4_seal02_tn5+drop,hold_flat,14,14,1.0000,10,10,1.0000,4,4,1.0000,False
squeeze_base,ge4_seal02_tn5+drop,hold_touch3,14,11,0.7857,10,8,0.8000,4,3,0.7500,False
squeeze_base,ge4_seal02_tn5+drop,open_up,12,6,0.5000,9,4,0.4444,3,2,0.6667,False
squeeze_base,ge4_seal02_tn5+drop,open_flat,12,9,0.7500,9,6,0.6667,3,3,1.0000,False
squeeze_base,ge4_seal02_tn5+drop,touch3,12,9,0.7500,9,7,0.7778,3,2,0.6667,False
squeeze_base,ge4_seal02_tn5+drop,hold_3d,13,8,0.6154,9,6,0.6667,4,2,0.5000,False
squeeze_base,ge4_seal02_tn5+not_drop,maxc3,32,24,0.7500,18,13,0.7222,14,11,0.7857,False
squeeze_base,ge4_seal02_tn5+not_drop,hold_close,32,22,0.6875,18,13,0.7222,14,9,0.6429,False
squeeze_base,ge4_seal02_tn5+not_drop,hold_flat,32,22,0.6875,18,13,0.7222,14,9,0.6429,False
squeeze_base,ge4_seal02_tn5+not_drop,hold_touch3,32,25,0.7812,18,14,0.7778,14,11,0.7857,False
squeeze_base,ge4_seal02_tn5+not_drop,open_up,29,9,0.3103,17,4,0.2353,12,5,0.4167,False
squeeze_base,ge4_seal02_tn5+not_drop,open_flat,29,18,0.6207,17,10,0.5882,12,8,0.6667,False
squeeze_base,ge4_seal02_tn5+not_drop,touch3,29,22,0.7586,17,13,0.7647,12,9,0.7500,False
squeeze_base,ge4_seal02_tn5+not_drop,hold_3d,31,20,0.6452,18,10,0.5556,13,10,0.7692,False
squeeze_base,ge4_seal02_tn5+same_break,maxc3,2,2,1.0000,1,1,1.0000,1,1,1.0000,False
squeeze_base,ge4_seal02_tn5+same_break,hold_close,2,1,0.5000,1,1,1.0000,1,0,0.0000,False
squeeze_base,ge4_seal02_tn5+same_break,hold_flat,2,1,0.5000,1,1,1.0000,1,0,0.0000,False
squeeze_base,ge4_seal02_tn5+same_break,hold_touch3,2,1,0.5000,1,1,1.0000,1,0,0.0000,False
squeeze_base,ge4_seal02_tn5+same_break,open_up,2,1,0.5000,1,1,1.0000,1,0,0.0000,False
squeeze_base,ge4_seal02_tn5+same_break,open_flat,2,1,0.5000,1,1,1.0000,1,0,0.0000,False
squeeze_base,ge4_seal02_tn5+same_break,touch3,2,1,0.5000,1,1,1.0000,1,0,0.0000,False
squeeze_base,ge4_seal02_tn5+same_break,hold_3d,2,2,1.0000,1,1,1.0000,1,1,1.0000,False
squeeze_base,ge4_seal02_tn5+not_same,maxc3,44,36,0.8182,27,22,0.8148,17,14,0.8235,False
squeeze_base,ge4_seal02_tn5+not_same,hold_close,44,35,0.7955,27,22,0.8148,17,13,0.7647,False
squeeze_base,ge4_seal02_tn5+not_same,hold_flat,44,35,0.7955,27,22,0.8148,17,13,0.7647,False
squeeze_base,ge4_seal02_tn5+not_same,hold_touch3,44,35,0.7955,27,21,0.7778,17,14,0.8235,False
squeeze_base,ge4_seal02_tn5+not_same,open_up,39,14,0.3590,25,7,0.2800,14,7,0.5000,False
squeeze_base,ge4_seal02_tn5+not_same,open_flat,39,26,0.6667,25,15,0.6000,14,11,0.7857,False
squeeze_base,ge4_seal02_tn5+not_same,touch3,39,30,0.7692,25,19,0.7600,14,11,0.7857,False
squeeze_base,ge4_seal02_tn5+not_same,hold_3d,42,26,0.6190,26,15,0.5769,16,11,0.6875,False
squeeze_base,ge4_seal02_tn5+seal03,maxc3,16,12,0.7500,8,5,0.6250,8,7,0.8750,False
squeeze_base,ge4_seal02_tn5+seal03,hold_close,16,11,0.6875,8,5,0.6250,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+seal03,hold_flat,16,11,0.6875,8,5,0.6250,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+seal03,hold_touch3,16,12,0.7500,8,6,0.7500,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+seal03,open_up,13,5,0.3846,7,3,0.4286,6,2,0.3333,False
squeeze_base,ge4_seal02_tn5+seal03,open_flat,13,9,0.6923,7,4,0.5714,6,5,0.8333,False
squeeze_base,ge4_seal02_tn5+seal03,touch3,13,9,0.6923,7,5,0.7143,6,4,0.6667,False
squeeze_base,ge4_seal02_tn5+seal03,hold_3d,15,11,0.7333,8,5,0.6250,7,6,0.8571,False
squeeze_base,ge4_seal02_tn5+seal05,maxc3,8,4,0.5000,6,3,0.5000,2,1,0.5000,False
squeeze_base,ge4_seal02_tn5+seal05,hold_close,8,4,0.5000,6,3,0.5000,2,1,0.5000,False
squeeze_base,ge4_seal02_tn5+seal05,hold_flat,8,4,0.5000,6,3,0.5000,2,1,0.5000,False
squeeze_base,ge4_seal02_tn5+seal05,hold_touch3,8,5,0.6250,6,4,0.6667,2,1,0.5000,False
squeeze_base,ge4_seal02_tn5+seal05,open_up,8,3,0.3750,6,2,0.3333,2,1,0.5000,False
squeeze_base,ge4_seal02_tn5+seal05,open_flat,8,5,0.6250,6,3,0.5000,2,2,1.0000,False
squeeze_base,ge4_seal02_tn5+seal05,touch3,8,5,0.6250,6,4,0.6667,2,1,0.5000,False
squeeze_base,ge4_seal02_tn5+seal05,hold_3d,7,3,0.4286,6,3,0.5000,1,0,0.0000,False
squeeze_base,ge4_seal02_tn5+seal08,maxc3,2,0,0.0000,2,0,0.0000,0,0,,False
squeeze_base,ge4_seal02_tn5+seal08,hold_close,2,0,0.0000,2,0,0.0000,0,0,,False
squeeze_base,ge4_seal02_tn5+seal08,hold_flat,2,0,0.0000,2,0,0.0000,0,0,,False
squeeze_base,ge4_seal02_tn5+seal08,hold_touch3,2,1,0.5000,2,1,0.5000,0,0,,False
squeeze_base,ge4_seal02_tn5+seal08,open_up,2,0,0.0000,2,0,0.0000,0,0,,False
squeeze_base,ge4_seal02_tn5+seal08,open_flat,2,0,0.0000,2,0,0.0000,0,0,,False
squeeze_base,ge4_seal02_tn5+seal08,touch3,2,1,0.5000,2,1,0.5000,0,0,,False
squeeze_base,ge4_seal02_tn5+seal08,hold_3d,2,0,0.0000,2,0,0.0000,0,0,,False
squeeze_base,ge4_seal02_tn5+tn6,maxc3,38,31,0.8158,24,20,0.8333,14,11,0.7857,False
squeeze_base,ge4_seal02_tn5+tn6,hold_close,38,30,0.7895,24,20,0.8333,14,10,0.7143,False
squeeze_base,ge4_seal02_tn5+tn6,hold_flat,38,30,0.7895,24,20,0.8333,14,10,0.7143,False
squeeze_base,ge4_seal02_tn5+tn6,hold_touch3,38,29,0.7632,24,18,0.7500,14,11,0.7857,False
squeeze_base,ge4_seal02_tn5+tn6,open_up,33,11,0.3333,22,7,0.3182,11,4,0.3636,False
squeeze_base,ge4_seal02_tn5+tn6,open_flat,33,22,0.6667,22,14,0.6364,11,8,0.7273,False
squeeze_base,ge4_seal02_tn5+tn6,touch3,33,24,0.7273,22,16,0.7273,11,8,0.7273,False
squeeze_base,ge4_seal02_tn5+tn6,hold_3d,36,23,0.6389,23,14,0.6087,13,9,0.6923,False
squeeze_base,ge4_seal02_tn5+tn8,maxc3,32,26,0.8125,21,18,0.8571,11,8,0.7273,False
squeeze_base,ge4_seal02_tn5+tn8,hold_close,32,26,0.8125,21,18,0.8571,11,8,0.7273,False
squeeze_base,ge4_seal02_tn5+tn8,hold_flat,32,26,0.8125,21,18,0.8571,11,8,0.7273,False
squeeze_base,ge4_seal02_tn5+tn8,hold_touch3,32,24,0.7500,21,15,0.7143,11,9,0.8182,False
squeeze_base,ge4_seal02_tn5+tn8,open_up,27,10,0.3704,19,7,0.3684,8,3,0.3750,False
squeeze_base,ge4_seal02_tn5+tn8,open_flat,27,19,0.7037,19,13,0.6842,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+tn8,touch3,27,19,0.7037,19,13,0.6842,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+tn8,hold_3d,30,19,0.6333,20,13,0.6500,10,6,0.6000,False
squeeze_base,ge4_seal02_tn5+tn10,maxc3,24,19,0.7917,16,13,0.8125,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+tn10,hold_close,24,19,0.7917,16,13,0.8125,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+tn10,hold_flat,24,19,0.7917,16,13,0.8125,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+tn10,hold_touch3,24,16,0.6667,16,10,0.6250,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+tn10,open_up,19,6,0.3158,14,5,0.3571,5,1,0.2000,False
squeeze_base,ge4_seal02_tn5+tn10,open_flat,19,13,0.6842,14,9,0.6429,5,4,0.8000,False
squeeze_base,ge4_seal02_tn5+tn10,touch3,19,11,0.5789,14,8,0.5714,5,3,0.6000,False
squeeze_base,ge4_seal02_tn5+tn10,hold_3d,23,13,0.5652,15,8,0.5333,8,5,0.6250,False
squeeze_base,ge4_seal02_tn5+unopened,maxc3,24,20,0.8333,16,14,0.8750,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+unopened,hold_close,24,19,0.7917,16,14,0.8750,8,5,0.6250,False
squeeze_base,ge4_seal02_tn5+unopened,hold_flat,24,19,0.7917,16,14,0.8750,8,5,0.6250,False
squeeze_base,ge4_seal02_tn5+unopened,hold_touch3,24,19,0.7917,16,13,0.8125,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+unopened,open_up,22,8,0.3636,15,6,0.4000,7,2,0.2857,False
squeeze_base,ge4_seal02_tn5+unopened,open_flat,22,15,0.6818,15,10,0.6667,7,5,0.7143,False
squeeze_base,ge4_seal02_tn5+unopened,touch3,22,17,0.7727,15,12,0.8000,7,5,0.7143,False
squeeze_base,ge4_seal02_tn5+unopened,hold_3d,23,17,0.7391,15,11,0.7333,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+opened,maxc3,22,18,0.8182,12,9,0.7500,10,9,0.9000,False
squeeze_base,ge4_seal02_tn5+opened,hold_close,22,17,0.7727,12,9,0.7500,10,8,0.8000,False
squeeze_base,ge4_seal02_tn5+opened,hold_flat,22,17,0.7727,12,9,0.7500,10,8,0.8000,False
squeeze_base,ge4_seal02_tn5+opened,hold_touch3,22,17,0.7727,12,9,0.7500,10,8,0.8000,False
squeeze_base,ge4_seal02_tn5+opened,open_up,19,7,0.3684,11,2,0.1818,8,5,0.6250,False
squeeze_base,ge4_seal02_tn5+opened,open_flat,19,12,0.6316,11,6,0.5455,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+opened,touch3,19,14,0.7368,11,8,0.7273,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+opened,hold_3d,21,11,0.5238,12,5,0.4167,9,6,0.6667,False
squeeze_base,ge4_seal02_tn5+early,maxc3,44,37,0.8409,26,22,0.8462,18,15,0.8333,False
squeeze_base,ge4_seal02_tn5+early,hold_close,44,35,0.7955,26,22,0.8462,18,13,0.7222,False
squeeze_base,ge4_seal02_tn5+early,hold_flat,44,35,0.7955,26,22,0.8462,18,13,0.7222,False
squeeze_base,ge4_seal02_tn5+early,hold_touch3,44,35,0.7955,26,21,0.8077,18,14,0.7778,False
squeeze_base,ge4_seal02_tn5+early,open_up,39,15,0.3846,24,8,0.3333,15,7,0.4667,False
squeeze_base,ge4_seal02_tn5+early,open_flat,39,26,0.6667,24,15,0.6250,15,11,0.7333,False
squeeze_base,ge4_seal02_tn5+early,touch3,39,30,0.7692,24,19,0.7917,15,11,0.7333,False
squeeze_base,ge4_seal02_tn5+early,hold_3d,42,27,0.6429,25,15,0.6000,17,12,0.7059,False
squeeze_base,ge4_seal02_tn5+not_early,maxc3,2,1,0.5000,2,1,0.5000,0,0,,False
squeeze_base,ge4_seal02_tn5+not_early,hold_close,2,1,0.5000,2,1,0.5000,0,0,,False
squeeze_base,ge4_seal02_tn5+not_early,hold_flat,2,1,0.5000,2,1,0.5000,0,0,,False
squeeze_base,ge4_seal02_tn5+not_early,hold_touch3,2,1,0.5000,2,1,0.5000,0,0,,False
squeeze_base,ge4_seal02_tn5+not_early,open_up,2,0,0.0000,2,0,0.0000,0,0,,False
squeeze_base,ge4_seal02_tn5+not_early,open_flat,2,1,0.5000,2,1,0.5000,0,0,,False
squeeze_base,ge4_seal02_tn5+not_early,touch3,2,1,0.5000,2,1,0.5000,0,0,,False
squeeze_base,ge4_seal02_tn5+not_early,hold_3d,2,1,0.5000,2,1,0.5000,0,0,,False
squeeze_base,ge4_seal02_tn5+suc8,maxc3,22,19,0.8636,17,15,0.8824,5,4,0.8000,False
squeeze_base,ge4_seal02_tn5+suc8,hold_close,22,19,0.8636,17,15,0.8824,5,4,0.8000,False
squeeze_base,ge4_seal02_tn5+suc8,hold_flat,22,19,0.8636,17,15,0.8824,5,4,0.8000,False
squeeze_base,ge4_seal02_tn5+suc8,hold_touch3,22,19,0.8636,17,15,0.8824,5,4,0.8000,False
squeeze_base,ge4_seal02_tn5+suc8,open_up,19,5,0.2632,15,3,0.2000,4,2,0.5000,False
squeeze_base,ge4_seal02_tn5+suc8,open_flat,19,14,0.7368,15,10,0.6667,4,4,1.0000,False
squeeze_base,ge4_seal02_tn5+suc8,touch3,19,16,0.8421,15,13,0.8667,4,3,0.7500,False
squeeze_base,ge4_seal02_tn5+suc8,hold_3d,22,16,0.7273,17,12,0.7059,5,4,0.8000,False
squeeze_base,ge4_seal02_tn5+newh,maxc3,18,14,0.7778,4,2,0.5000,14,12,0.8571,False
squeeze_base,ge4_seal02_tn5+newh,hold_close,18,12,0.6667,4,2,0.5000,14,10,0.7143,False
squeeze_base,ge4_seal02_tn5+newh,hold_flat,18,12,0.6667,4,2,0.5000,14,10,0.7143,False
squeeze_base,ge4_seal02_tn5+newh,hold_touch3,18,14,0.7778,4,3,0.7500,14,11,0.7857,False
squeeze_base,ge4_seal02_tn5+newh,open_up,16,7,0.4375,4,1,0.2500,12,6,0.5000,False
squeeze_base,ge4_seal02_tn5+newh,open_flat,16,9,0.5625,4,1,0.2500,12,8,0.6667,False
squeeze_base,ge4_seal02_tn5+newh,touch3,16,12,0.7500,4,3,0.7500,12,9,0.7500,False
squeeze_base,ge4_seal02_tn5+newh,hold_3d,17,10,0.5882,4,1,0.2500,13,9,0.6923,False
squeeze_base,ge4_seal02_tn5+sub,maxc3,9,8,0.8889,9,8,0.8889,0,0,,False
squeeze_base,ge4_seal02_tn5+sub,hold_close,9,8,0.8889,9,8,0.8889,0,0,,False
squeeze_base,ge4_seal02_tn5+sub,hold_flat,9,8,0.8889,9,8,0.8889,0,0,,False
squeeze_base,ge4_seal02_tn5+sub,hold_touch3,9,5,0.5556,9,5,0.5556,0,0,,False
squeeze_base,ge4_seal02_tn5+sub,open_up,8,3,0.3750,8,3,0.3750,0,0,,False
squeeze_base,ge4_seal02_tn5+sub,open_flat,8,3,0.3750,8,3,0.3750,0,0,,False
squeeze_base,ge4_seal02_tn5+sub,touch3,8,4,0.5000,8,4,0.5000,0,0,,False
squeeze_base,ge4_seal02_tn5+sub,hold_3d,8,3,0.3750,8,3,0.3750,0,0,,False
squeeze_base,ge4_seal02_tn5+mid,maxc3,0,0,,0,0,,0,0,,False
squeeze_base,ge4_seal02_tn5+mid,hold_close,0,0,,0,0,,0,0,,False
squeeze_base,ge4_seal02_tn5+mid,hold_flat,0,0,,0,0,,0,0,,False
squeeze_base,ge4_seal02_tn5+mid,hold_touch3,0,0,,0,0,,0,0,,False
squeeze_base,ge4_seal02_tn5+mid,open_up,0,0,,0,0,,0,0,,False
squeeze_base,ge4_seal02_tn5+mid,open_flat,0,0,,0,0,,0,0,,False
squeeze_base,ge4_seal02_tn5+mid,touch3,0,0,,0,0,,0,0,,False
squeeze_base,ge4_seal02_tn5+mid,hold_3d,0,0,,0,0,,0,0,,False
squeeze_base,ge4_seal02_tn5+fanbao,maxc3,0,0,,0,0,,0,0,,False
squeeze_base,ge4_seal02_tn5+fanbao,hold_close,0,0,,0,0,,0,0,,False
squeeze_base,ge4_seal02_tn5+fanbao,hold_flat,0,0,,0,0,,0,0,,False
squeeze_base,ge4_seal02_tn5+fanbao,hold_touch3,0,0,,0,0,,0,0,,False
squeeze_base,ge4_seal02_tn5+fanbao,open_up,0,0,,0,0,,0,0,,False
squeeze_base,ge4_seal02_tn5+fanbao,open_flat,0,0,,0,0,,0,0,,False
squeeze_base,ge4_seal02_tn5+fanbao,touch3,0,0,,0,0,,0,0,,False
squeeze_base,ge4_seal02_tn5+fanbao,hold_3d,0,0,,0,0,,0,0,,False
squeeze_base,ge4_seal02_tn5+not_fanbao,maxc3,46,38,0.8261,28,23,0.8214,18,15,0.8333,False
squeeze_base,ge4_seal02_tn5+not_fanbao,hold_close,46,36,0.7826,28,23,0.8214,18,13,0.7222,False
squeeze_base,ge4_seal02_tn5+not_fanbao,hold_flat,46,36,0.7826,28,23,0.8214,18,13,0.7222,False
squeeze_base,ge4_seal02_tn5+not_fanbao,hold_touch3,46,36,0.7826,28,22,0.7857,18,14,0.7778,False
squeeze_base,ge4_seal02_tn5+not_fanbao,open_up,41,15,0.3659,26,8,0.3077,15,7,0.4667,False
squeeze_base,ge4_seal02_tn5+not_fanbao,open_flat,41,27,0.6585,26,16,0.6154,15,11,0.7333,False
squeeze_base,ge4_seal02_tn5+not_fanbao,touch3,41,31,0.7561,26,20,0.7692,15,11,0.7333,False
squeeze_base,ge4_seal02_tn5+not_fanbao,hold_3d,44,28,0.6364,27,16,0.5926,17,12,0.7059,False
squeeze_base,ge4_seal02_tn5+stock_unbroken,maxc3,45,37,0.8222,27,22,0.8148,18,15,0.8333,False
squeeze_base,ge4_seal02_tn5+stock_unbroken,hold_close,45,35,0.7778,27,22,0.8148,18,13,0.7222,False
squeeze_base,ge4_seal02_tn5+stock_unbroken,hold_flat,45,35,0.7778,27,22,0.8148,18,13,0.7222,False
squeeze_base,ge4_seal02_tn5+stock_unbroken,hold_touch3,45,35,0.7778,27,21,0.7778,18,14,0.7778,False
squeeze_base,ge4_seal02_tn5+stock_unbroken,open_up,40,15,0.3750,25,8,0.3200,15,7,0.4667,False
squeeze_base,ge4_seal02_tn5+stock_unbroken,open_flat,40,27,0.6750,25,16,0.6400,15,11,0.7333,False
squeeze_base,ge4_seal02_tn5+stock_unbroken,touch3,40,30,0.7500,25,19,0.7600,15,11,0.7333,False
squeeze_base,ge4_seal02_tn5+stock_unbroken,hold_3d,43,28,0.6512,26,16,0.6154,17,12,0.7059,False
squeeze_base,ge4_seal02_tn5+stock_broken,maxc3,1,1,1.0000,1,1,1.0000,0,0,,False
squeeze_base,ge4_seal02_tn5+stock_broken,hold_close,1,1,1.0000,1,1,1.0000,0,0,,False
squeeze_base,ge4_seal02_tn5+stock_broken,hold_flat,1,1,1.0000,1,1,1.0000,0,0,,False
squeeze_base,ge4_seal02_tn5+stock_broken,hold_touch3,1,1,1.0000,1,1,1.0000,0,0,,False
squeeze_base,ge4_seal02_tn5+stock_broken,open_up,1,0,0.0000,1,0,0.0000,0,0,,False
squeeze_base,ge4_seal02_tn5+stock_broken,open_flat,1,0,0.0000,1,0,0.0000,0,0,,False
squeeze_base,ge4_seal02_tn5+stock_broken,touch3,1,1,1.0000,1,1,1.0000,0,0,,False
squeeze_base,ge4_seal02_tn5+stock_broken,hold_3d,1,0,0.0000,1,0,0.0000,0,0,,False
squeeze_base,ge4_seal02_tn5+eqH,maxc3,18,14,0.7778,4,2,0.5000,14,12,0.8571,False
squeeze_base,ge4_seal02_tn5+eqH,hold_close,18,12,0.6667,4,2,0.5000,14,10,0.7143,False
squeeze_base,ge4_seal02_tn5+eqH,hold_flat,18,12,0.6667,4,2,0.5000,14,10,0.7143,False
squeeze_base,ge4_seal02_tn5+eqH,hold_touch3,18,14,0.7778,4,3,0.7500,14,11,0.7857,False
squeeze_base,ge4_seal02_tn5+eqH,open_up,16,7,0.4375,4,1,0.2500,12,6,0.5000,False
squeeze_base,ge4_seal02_tn5+eqH,open_flat,16,9,0.5625,4,1,0.2500,12,8,0.6667,False
squeeze_base,ge4_seal02_tn5+eqH,touch3,16,12,0.7500,4,3,0.7500,12,9,0.7500,False
squeeze_base,ge4_seal02_tn5+eqH,hold_3d,17,10,0.5882,4,1,0.2500,13,9,0.6923,False
squeeze_base,ge4_seal02_tn5+eqHm1,maxc3,9,8,0.8889,9,8,0.8889,0,0,,False
squeeze_base,ge4_seal02_tn5+eqHm1,hold_close,9,8,0.8889,9,8,0.8889,0,0,,False
squeeze_base,ge4_seal02_tn5+eqHm1,hold_flat,9,8,0.8889,9,8,0.8889,0,0,,False
squeeze_base,ge4_seal02_tn5+eqHm1,hold_touch3,9,5,0.5556,9,5,0.5556,0,0,,False
squeeze_base,ge4_seal02_tn5+eqHm1,open_up,8,3,0.3750,8,3,0.3750,0,0,,False
squeeze_base,ge4_seal02_tn5+eqHm1,open_flat,8,3,0.3750,8,3,0.3750,0,0,,False
squeeze_base,ge4_seal02_tn5+eqHm1,touch3,8,4,0.5000,8,4,0.5000,0,0,,False
squeeze_base,ge4_seal02_tn5+eqHm1,hold_3d,8,3,0.3750,8,3,0.3750,0,0,,False
squeeze_base,ge4_seal02_tn5+belowH,maxc3,28,24,0.8571,24,21,0.8750,4,3,0.7500,False
squeeze_base,ge4_seal02_tn5+belowH,hold_close,28,24,0.8571,24,21,0.8750,4,3,0.7500,False
squeeze_base,ge4_seal02_tn5+belowH,hold_flat,28,24,0.8571,24,21,0.8750,4,3,0.7500,False
squeeze_base,ge4_seal02_tn5+belowH,hold_touch3,28,22,0.7857,24,19,0.7917,4,3,0.7500,False
squeeze_base,ge4_seal02_tn5+belowH,open_up,25,8,0.3200,22,7,0.3182,3,1,0.3333,False
squeeze_base,ge4_seal02_tn5+belowH,open_flat,25,18,0.7200,22,15,0.6818,3,3,1.0000,False
squeeze_base,ge4_seal02_tn5+belowH,touch3,25,19,0.7600,22,17,0.7727,3,2,0.6667,False
squeeze_base,ge4_seal02_tn5+belowH,hold_3d,27,18,0.6667,23,15,0.6522,4,3,0.7500,False
squeeze_base,ge4_seal02_tn5+ge5,maxc3,22,18,0.8182,13,10,0.7692,9,8,0.8889,False
squeeze_base,ge4_seal02_tn5+ge5,hold_close,22,17,0.7727,13,10,0.7692,9,7,0.7778,False
squeeze_base,ge4_seal02_tn5+ge5,hold_flat,22,17,0.7727,13,10,0.7692,9,7,0.7778,False
squeeze_base,ge4_seal02_tn5+ge5,hold_touch3,22,18,0.8182,13,11,0.8462,9,7,0.7778,False
squeeze_base,ge4_seal02_tn5+ge5,open_up,20,8,0.4000,12,3,0.2500,8,5,0.6250,False
squeeze_base,ge4_seal02_tn5+ge5,open_flat,20,13,0.6500,12,7,0.5833,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+ge5,touch3,20,16,0.8000,12,10,0.8333,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+ge5,hold_3d,21,15,0.7143,13,9,0.6923,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+eq4,maxc3,24,20,0.8333,15,13,0.8667,9,7,0.7778,False
squeeze_base,ge4_seal02_tn5+eq4,hold_close,24,19,0.7917,15,13,0.8667,9,6,0.6667,False
squeeze_base,ge4_seal02_tn5+eq4,hold_flat,24,19,0.7917,15,13,0.8667,9,6,0.6667,False
squeeze_base,ge4_seal02_tn5+eq4,hold_touch3,24,18,0.7500,15,11,0.7333,9,7,0.7778,False
squeeze_base,ge4_seal02_tn5+eq4,open_up,21,7,0.3333,14,5,0.3571,7,2,0.2857,False
squeeze_base,ge4_seal02_tn5+eq4,open_flat,21,14,0.6667,14,9,0.6429,7,5,0.7143,False
squeeze_base,ge4_seal02_tn5+eq4,touch3,21,15,0.7143,14,10,0.7143,7,5,0.7143,False
squeeze_base,ge4_seal02_tn5+eq4,hold_3d,23,13,0.5652,14,7,0.5000,9,6,0.6667,False
squeeze_base,ge4_seal02_tn5+amt_mid,maxc3,9,6,0.6667,3,1,0.3333,6,5,0.8333,False
squeeze_base,ge4_seal02_tn5+amt_mid,hold_close,9,6,0.6667,3,1,0.3333,6,5,0.8333,False
squeeze_base,ge4_seal02_tn5+amt_mid,hold_flat,9,6,0.6667,3,1,0.3333,6,5,0.8333,False
squeeze_base,ge4_seal02_tn5+amt_mid,hold_touch3,9,7,0.7778,3,2,0.6667,6,5,0.8333,False
squeeze_base,ge4_seal02_tn5+amt_mid,open_up,7,2,0.2857,3,0,0.0000,4,2,0.5000,False
squeeze_base,ge4_seal02_tn5+amt_mid,open_flat,7,5,0.7143,3,1,0.3333,4,4,1.0000,False
squeeze_base,ge4_seal02_tn5+amt_mid,touch3,7,5,0.7143,3,2,0.6667,4,3,0.7500,False
squeeze_base,ge4_seal02_tn5+amt_mid,hold_3d,9,5,0.5556,3,1,0.3333,6,4,0.6667,False
squeeze_base,ge4_seal02_tn5+turn_mid,maxc3,34,30,0.8824,20,18,0.9000,14,12,0.8571,False
